id,category,type,tp,fp,fn,precision,recall,f1,exact_match,n_ground_truth,n_pred,prompt,timestamp,latency_s,prompt_tokens,completion_tokens,total_tokens,source,error_notes
139,K-1,schedule_rows,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,3,3,Di ruang mana sidang dengan Pak Didit,2025-05-23T22:33:04.002172,4.828,3978,611,4589,txt_source,
140,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa sidang John dilaksanakan,2025-05-23T22:33:10.672928,1.835,3976,213,4189,txt_source,
141,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa nama mahasiswa dengan NIM 10119233,2025-05-23T22:33:18.508833,2.073,3985,216,4201,txt_source,
142,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi dari mahasiswa dengan NIM 10119902,2025-05-23T22:33:26.227577,3.049,3987,223,4210,txt_source,
143,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Di ruang mana sidang NIM 10117056 berlangsung,2025-05-23T22:33:33.433937,1.827,3985,229,4214,txt_source,
144,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pukul berapa sidang NIM 10119901 selesai,2025-05-23T22:33:40.182759,2.023,3985,219,4204,txt_source,
145,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Kapan tanggal sidang mahasiswa NIM 10119359,2025-05-23T22:33:47.439256,2.654,2219,212,2431,txt_source,
146,K-2,lecturer_list,3,0,0,1.0,1.0,1.0,1,3,3,Siapa penguji sidang dari mahasiswa NIM 10118158,2025-05-23T22:50:10.436731,1.144,1925,77,2002,txt_source,
147,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa mahasiswa dengan NIM 10118314 sidang,2025-05-23T22:50:17.686200,2.839,2219,210,2429,txt_source,
148,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 30 Juli 2024, mulai 09.15",2025-05-23T22:34:02.352839,2.85,2230,210,2440,txt_source,
149,K-3,schedule_rows,1,1,0,0.5,1.0,0.6666666666666666,0,1,2,"Jadwal di R6028, 30 Juli 2024, selesai 10.30",2025-05-23T22:34:10.679801,3.867,2230,412,2642,txt_source,
150,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6028, 31 Juli 2024, jam 8",2025-05-23T22:34:18.060445,1.854,2226,237,2463,txt_source,
151,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 31 Juli 2024, selesai 10.30",2025-05-23T22:34:24.350498,1.784,2230,210,2440,txt_source,
152,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 01 Ags 2024, mulai 10.30",2025-05-23T22:34:30.154219,1.561,2231,213,2444,txt_source,
153,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6010, 30 Juli 2024, mulai 10:30",2025-05-23T22:34:37.167024,2.714,2230,226,2456,txt_source,
154,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6028, 13 Agustus 2024, selesai 09:15",2025-05-23T22:34:43.840048,1.861,5116,223,5339,txt_source,
155,K-3,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,"Jadwal di 6010, 13 Agustus 2024, selesai pukul 13",2025-05-23T22:34:49.897636,1.749,5114,212,5326,txt_source,
156,K-4,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,NIM mahasiswa yang diuji Chrismikha pada 14 Agustus 2024,2025-05-23T22:34:57.939325,2.815,5109,426,5535,txt_source,
157,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Semua mahasiswa di ruang R6034 tanggal 14 Agustus 2024,2025-05-23T22:35:11.832931,4.991,5109,816,5925,txt_source,
158,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Mahasiswa di ruang R6010 tanggal 14 Agustus 2024,2025-05-23T22:35:24.420211,4.883,5109,798,5907,txt_source,
159,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,NIM mahasiswa sidang pukul 09.15 tanggal 15 Agustus 2024,2025-05-23T22:35:37.638923,5.411,5110,780,5890,txt_source,
160,K-4,schedule_rows,3,1,0,0.75,1.0,0.8571428571428571,0,3,4,Mahasiswa yang diuji Anna tanggal 15 Agustus 2024.,2025-05-23T22:35:51.360797,4.804,5107,732,5839,txt_source,
161,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Semua mahasiswa sidang di R6028 hari Selasa,2025-05-23T22:36:02.259260,3.952,5101,605,5706,txt_source,
162,K-4,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,Mahasiswa yang diuji Bu Sufaatin jam 08:00,2025-05-23T22:36:09.986725,2.069,5106,228,5334,txt_source,
163,K-4,lecturer_list,12,3,0,0.8,1.0,0.888888888888889,0,12,15,Semua dosen yang menguji di ruang R6010 tanggal 13 Agustus 2024,2025-05-23T22:36:17.758624,2.634,4816,284,5100,txt_source,
164,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,NIM mahasiswa yang sidang di R6028 tanggal 13 Agustus 2024,2025-05-23T22:36:30.512630,5.527,5110,611,5721,txt_source,
165,K-4,schedule_rows,12,0,0,1.0,1.0,1.0,1,12,12,Nama mahasiswa yang sidang di Rabu tanggal 14 Agustus 2024,2025-05-23T22:36:59.457602,12.723,5106,2376,7482,txt_source,
166,K-4,lecturer_list,8,4,0,0.6666666666666666,1.0,0.8,0,8,12,Semua dosen yang menguji di hari Kamis ruang R6010,2025-05-23T22:37:06.821696,2.309,4808,230,5038,txt_source,
167,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Mahasiswa yang diuji oleh Bu Kania tanggal 15 Agustus 2024,2025-05-23T22:37:19.979385,4.619,5109,816,5925,txt_source,
168,K-4,schedule_rows,5,0,0,1.0,1.0,1.0,1,5,5,NIM mahasiswa yang sidang di R6010 hari Selasa,2025-05-23T22:37:34.312662,5.455,5102,1020,6122,txt_source,
169,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,"Semua mahasiswa yang sidang di R6028, tanggal 14 Agustus 2024",2025-05-23T22:37:57.323874,13.977,5111,818,5929,txt_source,
170,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Berapa sidang di R6010 tanggal 15 Agustus 2024,2025-05-23T22:38:03.410290,1.229,4783,33,4816,txt_source,
171,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah jadwal di R6028 tanggal 15 Agust 2024,2025-05-23T22:38:09.342355,1.089,4782,33,4815,txt_source,
172,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Total seminar mulai 09.15 tanggal 19 Agustus 2024,2025-05-23T22:38:16.721278,2.201,10320,33,10353,txt_source,
173,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Banyak sidang di 6034 tanggal 19 Agustus 2024,2025-05-23T22:38:23.262074,1.546,10319,33,10352,txt_source,
174,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Jumlah sidang berakhir 10.30 tanggal 20 Agustus 2024,2025-05-23T22:38:29.992266,1.861,10320,33,10353,txt_source,
175,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Berapa jumlah dosen yang sidang tanggal 23 Agustus 2024,2025-05-23T22:38:37.773617,3.002,10317,34,10351,txt_source,
176,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Berapa banyak mahasiswa yang sidang hari Kamis,2025-05-23T22:38:53.165936,10.516,10309,34,10343,txt_source,
177,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Total sidang berakhir jam 11.45  tanggal 22 Agustus 2024,2025-05-23T22:38:59.166449,1.626,10322,33,10355,txt_source,
178,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Jumlah jadwal di R6028 tanggal 21 Agustus 2024,2025-05-23T22:39:06.509224,1.875,10319,33,10352,txt_source,
179,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Banyak sidang Pak Hanhan hari Senin,2025-05-23T22:39:13.267316,1.417,10308,33,10341,txt_source,
180,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Jumlah mahasiswa yang seminar di R6010 tanggal 20 Agustus 2024,2025-05-23T22:39:20.937266,1.647,10321,33,10354,txt_source,
181,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Siapa saja mahasiswa dengan sidang paling pagi pada tanggal 20 Agustus 2024? Jika ada lebih dari 1 orang, ambil yang nim nya paling kecil.",2025-05-23T22:39:29.003426,2.666,10662,223,10885,txt_source,
182,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,Siapa mahasiswa dengan sidang paling akhir pada  21 Agustus 2024,2025-05-23T22:39:37.241893,1.912,10644,214,10858,txt_source,
183,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,Mahasiswa mana yang memiliki judul skripsi terpanjang pada 21 Agustus 2024,2025-05-23T22:39:45.340459,2.489,10648,232,10880,txt_source,
184,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Di antara sidang tanggal 23 Agustus 2024, siapa mahasiswa dengan NIM terkecil",2025-05-23T22:40:01.350707,2.102,10648,219,10867,txt_source,
185,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,"Untuk sidang tanggal 24 Agustus 2024, judul mana yang muncul pertama secara alfabetis dan milik mahasiswa siapa",2025-05-23T22:40:10.609853,2.976,10652,213,10865,txt_source,
186,K-6,schedule_rows,1,1,0,0.5,1.0,0.6666666666666666,0,1,2,"Siapa saja mahasiswa dengan sidang paling akhir pada tanggal 24 Agustus 2024? Jika ada lebih dari 1 orang, ambil yang nim nya paling kecil",2025-05-23T22:40:19.897180,3.406,10661,426,11087,txt_source,
187,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan sidang paling awal pada hari Senin? Jika lebih dari 1 orang ambil nim yang paling besar,2025-05-23T22:40:27.109184,2.549,10649,221,10870,txt_source,
188,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,Mahasiswa mana yang memiliki judul skripsi paling singkat pada  tanggal 24 Agustus 2024,2025-05-23T22:40:33.900226,1.815,10649,226,10875,txt_source,
189,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,"Di antara sidang tanggal 26 Agustus 2024, siapa mahasiswa dengan NIM terkecil",2025-05-23T22:40:42.390202,2.573,9097,221,9318,txt_source,
190,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Untuk sidang tanggal 27 Agustus 2024, judul mana yang muncul pertama secara alfabetis dan milik mahasiswa siapa",2025-05-23T22:40:50.506724,2.519,9101,217,9318,txt_source,
191,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan sidang paling terakhir pada hari Senin,2025-05-23T22:41:00.336541,2.598,9086,221,9307,txt_source,
192,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan NIM terkecil yang sidang di ruang  6010 pada 28 Agustus 2024,2025-05-23T22:41:09.564426,2.527,9103,226,9329,txt_source,
193,K-6,lecturer_list,1,5,1,0.16666666666666666,0.5,0.25,0,2,6,Siapa saja dosen yang menguji terbanyak pada tanggal 29 Agustus 2024 jika lebih dari satu tampilkan sesuai urutan alphabet,2025-05-23T22:41:17.786644,2.559,8810,129,8939,txt_source,
194,K-6,lecturer_list,13,0,10,1.0,0.5652173913043478,0.7222222222222222,0,23,13,"Tampilkan daftar nama dosen yang menguji pada sidang hari Senin, diurutkan secara alfabet",2025-05-23T22:41:25.964526,2.15,8798,240,9038,txt_source,
195,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Pada sidang tanggal 30 Agustus 2024, siapakah mahasiswa yang memiliki NIM terbesar",2025-05-23T22:41:33.596605,1.774,9096,217,9313,txt_source,
196,K-6,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Siapa mahasiswa yang sidang di ruang Lab 6 pada hari Senin,2025-05-23T22:41:48.118441,6.131,9089,797,9886,txt_source,
197,K-6,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Sebutkan NIM mahasiswa yang sidang di Ruang 6028 pada tanggal 28 Agustus 2024,2025-05-23T22:42:00.937257,4.825,9102,788,9890,txt_source,
198,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan NIM mahasiswa terkecil yang sidang di Ruang 6010 pada tanggal 29 Agustus 2024,2025-05-23T22:42:08.968900,2.576,9105,223,9328,txt_source,
199,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Sebutkan NIM mahasiswa yang sidang di hari Jumat, jika lebih dari satu tampilkan NIM yang terbesar",2025-05-23T22:42:16.512016,2.06,9096,217,9313,txt_source,
200,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa yang memiliki judul skripsi paling panjang pada tanggal 29 Agustus 2024,2025-05-23T22:42:25.744141,2.57,9096,230,9326,txt_source,
1,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Tampilkan jadwal Pak Sopian,2025-05-23T22:15:22.816586,2.876,4728,368,5096,json_source,
2,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Di ruang mana seminar Wildan dilaksanakan,2025-05-23T22:15:29.290062,1.531,4729,204,4933,json_source,
3,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pukul berapa seminar Faishal dimulai,2025-05-23T22:15:35.134981,1.758,4730,194,4924,json_source,
4,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Guntur Maulana Ibrahim,2025-05-23T22:15:41.364752,1.819,4730,202,4932,json_source,
5,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapa NIM dari mahasiswa Ferdi Bayu Febryan,2025-05-23T22:15:47.680519,1.902,4733,192,4925,json_source,
6,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa seminar Tri Novarel Rahmadhani,2025-05-23T22:15:53.660297,1.71,4732,193,4925,json_source,
7,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa seminar Muhammad Iman Komarudiansyah berakhir,2025-05-23T22:16:00.026029,1.971,4733,200,4933,json_source,
8,K-1,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Tampilkan jadwal Bu Rani,2025-05-23T22:16:10.624606,3.826,4727,555,5282,json_source,
9,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa seminar Ekayan Arsyad dimulai,2025-05-23T22:16:17.301887,2.153,4732,213,4945,json_source,
10,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa seminar akan dilaksanakan Ivan Aprilman Hura,2025-05-23T22:16:24.190754,1.906,4732,205,4937,json_source,
11,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa pelaksanaan seminar dari Muhammad Cahaya Adiransyah Tasman dimulai,2025-05-23T22:16:30.236303,1.709,4736,197,4933,json_source,
12,K-1,lecturer_list,2,0,0,1.0,1.0,1.0,1,2,2,Siapa Dosen yang ada diseminar Weldira Tarigan,2025-05-23T22:16:35.092616,1.272,4555,60,4615,json_source,
13,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Elbaruna,2025-05-23T22:16:42.454203,2.789,4729,209,4938,json_source,
14,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan ruangan tempat seminarnya Riswan,2025-05-23T22:16:48.922638,1.898,4731,208,4939,json_source,
15,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapakan NIM dari Zulhaqi,2025-05-23T22:16:55.357104,1.939,4730,197,4927,json_source,
16,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Munculkan jadwal dari dosen Irfan,2025-05-23T22:17:01.525314,1.81,1039,204,1243,json_source,
17,K-1,schedule_rows,1,0,1,1.0,0.5,0.6666666666666666,0,2,1,Di mana seminar Rizky dilaksanakan,2025-05-23T22:17:07.747904,1.979,1037,204,1241,json_source,
18,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pada pukul berapa seminar Rizal Sihombing dimulai,2025-05-23T22:17:13.824509,1.788,1040,202,1242,json_source,
19,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Rizky Renaldi,2025-05-23T22:17:19.779788,1.663,1039,206,1245,json_source,
20,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapa NIM dari mahasiswa Muhammad Rizky Pratama Solahudin,2025-05-23T22:17:26.755788,1.74,1044,204,1248,json_source,
21,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa seminar Rizky Renaldi Cahya Febrian,2025-05-23T22:17:32.692906,1.632,1043,206,1249,json_source,
22,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa seminar Rizal Sihombing berakhir,2025-05-23T22:17:38.752010,1.925,1039,202,1241,json_source,
23,K-1,schedule_rows,1,0,1,1.0,0.5,0.6666666666666666,0,2,1,Jam berapa seminar Rizky dimulai,2025-05-23T22:17:45.785490,2.757,1037,204,1241,json_source,
24,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa seminar akan dilaksanakan oleh Rizky Pratama Solahudin,2025-05-23T22:17:51.828765,1.798,1044,204,1248,json_source,
25,K-1,lecturer_list,2,0,0,1.0,1.0,1.0,1,2,2,Siapa Dosen yang ada diseminar Rizky Renaldi,2025-05-23T22:17:56.454517,1.097,864,67,931,json_source,
26,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa pelaksanaan seminar dari Muhammad Rizky,2025-05-23T22:18:02.524141,1.765,1039,204,1243,json_source,
27,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Tampilkan jadwal Bapak Taryana,2025-05-23T22:18:10.528811,2.505,2411,359,2770,json_source,
28,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Dimana ruang seminarnya Hafid,2025-05-23T22:18:16.680333,1.855,2412,213,2625,json_source,
29,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi dari mahasiswa atas nama Simatupang,2025-05-23T22:18:22.472465,1.643,2417,201,2618,json_source,
30,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Tanggal berapa Bu Gentisya seminar,2025-05-23T22:18:30.840724,2.417,2413,382,2795,json_source,
31,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Hari apa saja Pak Dedeng seminar,2025-05-23T22:18:38.274977,2.346,2412,345,2757,json_source,
32,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Siapa saja mahasiswa yang seminar dengan Pak Galih,2025-05-23T22:18:45.810447,2.558,2415,372,2787,json_source,
33,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapa NIM dari mahasiswa Dimas,2025-05-23T22:48:15.540172,1.961,2412,200,2612,json_source,
34,K-1,lecturer_list,3,0,0,1.0,1.0,1.0,1,3,3,Siapa saja dosen yang seminar bersama Pak Chrismikha,2025-05-23T22:48:20.263493,1.118,2237,81,2318,json_source,
35,K-1,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Sebutkan mahasiswa yang diuji oleh Pak Eko Budi,2025-05-23T22:19:03.569560,5.624,5107,739,5846,json_source,
36,K-1,schedule_rows,5,0,0,1.0,1.0,1.0,1,5,5,Sebutkan NIM mahasiswa yang diuji oleh Bu Anna Dara,2025-05-23T22:19:19.098028,6.24,5106,912,6018,json_source,
37,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tampilkan jadwal seminar dari mahasiswa Muhammad Irsyad,2025-05-23T22:19:25.618122,1.935,5104,194,5298,json_source,
38,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan judul skripsi dari mahasiwa Mochamad Yusuf,2025-05-23T22:19:31.772648,1.687,5107,215,5322,json_source,
39,K-1,schedule_rows,5,0,0,1.0,1.0,1.0,1,5,5,Di ruang mana seminar dengan Bu Anna Dara,2025-05-23T22:19:45.244818,5.66,5102,912,6014,json_source,
40,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa seminar Sacofi dilaksanakan,2025-05-23T22:48:26.952864,2.219,5101,210,5311,json_source,
41,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa nama mahasiswa dengan NIM 10118058,2025-05-23T22:19:57.681290,1.796,1453,214,1667,json_source,
42,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi dari mahasiswa dengan NIM 10118039,2025-05-23T22:20:04.538296,2.14,1455,214,1669,json_source,
43,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Di ruang mana seminar NIM 10119192 berlangsung,2025-05-23T22:20:09.772960,1.757,1453,206,1659,json_source,
44,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pukul berapa seminar NIM 10117172 selesai,2025-05-23T22:20:16.113847,1.969,1453,214,1667,json_source,
45,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Kapan tanggal seminar mahasiswa NIM 10118346,2025-05-23T22:20:22.167840,1.825,1453,203,1656,json_source,
46,K-2,lecturer_list,1,0,1,1.0,0.5,0.6666666666666666,0,2,1,Siapa penguji seminar dari mahasiswa NIM 10119913,2025-05-23T22:20:26.577611,0.97,666,45,711,json_source,
47,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa mahasiswa dengan NIM 10120901 seminar,2025-05-23T22:20:32.387586,1.709,844,200,1044,json_source,
48,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 27 Mei 2024, mulai 09.15",2025-05-23T22:20:39.110576,2.129,3948,209,4157,json_source,
49,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6028, 27 Mei 2024, selesai 10.30",2025-05-23T22:20:48.615869,5.046,3948,205,4153,json_source,
50,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6028, 29 Mei 2024, jam 8",2025-05-23T22:20:54.958678,1.866,3944,217,4161,json_source,
51,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 29 Mei 2024, selesai 10.30",2025-05-23T22:21:02.182335,2.884,3948,206,4154,json_source,
52,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 02 Jan 2024, mulai 09.15",2025-05-23T22:21:08.768249,1.959,5120,209,5329,json_source,
53,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6010, 02 Januari 2024, mulai 10:30",2025-05-23T22:21:14.980886,1.89,5120,199,5319,json_source,
54,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6028, 3 Januari 2024, selesai 09:15",2025-05-23T22:21:22.521881,2.913,5119,210,5329,json_source,
55,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6010, 03 Januari 2024, selesai pukul 13",2025-05-23T22:21:28.524212,1.614,5118,202,5320,json_source,
56,K-4,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,NIM mahasiswa yang diuji Chrismikha pada 21 Juni 2024,2025-05-23T22:21:36.833065,3.33,8882,379,9261,json_source,
57,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Semua mahasiswa di ruang R6010 tanggal 21 Juni 2024,2025-05-23T22:21:48.864218,4.899,8882,743,9625,json_source,
58,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Mahasiswa di ruang R6010 tanggal 2 Jan 2024,2025-05-23T22:22:00.969400,4.955,5112,721,5833,json_source,
59,K-4,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,NIM mahasiswa seminar selesai pukul 09.15 tanggal 3 Jan 2024,2025-05-23T22:22:09.406012,2.954,5114,375,5489,json_source,
60,K-4,schedule_rows,2,2,1,0.5,0.6666666666666666,0.5714285714285715,0,3,4,Mahasiswa yang diuji Anna tanggal 4 Jan 2024.,2025-05-23T22:22:20.527260,5.093,5110,732,5842,json_source,
61,K-4,schedule_rows,1,0,1,1.0,0.5,0.6666666666666666,0,2,1,Semua mahasiswa seminar di R6028 hari Sabtu,2025-05-23T22:22:28.898138,1.74,11761,197,11958,json_source,
62,K-4,schedule_rows,1,1,1,0.5,0.5,0.5,0,2,2,Mahasiswa yang diuji Bu Sufaatin jam 09:15,2025-05-23T22:22:38.575891,3.293,11766,374,12140,json_source,
63,K-4,lecturer_list,2,0,3,1.0,0.4,0.5714285714285715,0,5,2,Semua dosen yang menguji di ruang R6010 tanggal 28 Juni 2024,2025-05-23T22:49:50.315483,1.946,11592,63,11655,json_source,
64,K-4,schedule_rows,1,0,4,1.0,0.2,0.33333333333333337,0,5,1,NIM mahasiswa yang seminar di R6028 tanggal 27 Juni 2024,2025-05-23T22:22:54.138637,2.643,11770,215,11985,json_source,
65,K-4,schedule_rows,12,0,0,1.0,1.0,1.0,1,12,12,Nama mahasiswa yang seminar pada tanggal 26 Jun 2024,2025-05-23T22:23:19.118242,11.818,11765,2162,13927,json_source,
66,K-4,lecturer_list,2,0,2,1.0,0.5,0.6666666666666666,0,4,2,Semua dosen yang menguji di hari Kamis ruang R6010,2025-05-23T22:23:24.448797,1.463,4928,61,4989,json_source,
67,K-4,schedule_rows,0,0,2,0.0,0.0,0.0,0,2,0,Mahasiswa yang diuji oleh Bu Dian tanggal 5 Januari 2024,2025-05-23T22:23:28.454420,0.724,5111,25,5136,json_source,
68,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,NIM mahasiswa yang seminar di R6010 hari Jumat,2025-05-23T22:23:37.896167,3.811,5106,563,5669,json_source,
69,K-4,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,"Semua mahasiswa yang seminar di R6028, tanggal 4 Januari 2024",2025-05-23T22:23:45.949176,2.867,5114,384,5498,json_source,
70,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Berapa seminar di R6010 tanggal 2 Jan 2024,2025-05-23T22:23:50.375909,1.095,4902,33,4935,json_source,
71,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Jumlah jadwal di R6028 tanggal 3 Jan 2024,2025-05-23T22:23:55.050561,1.123,4901,33,4934,json_source,
72,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Total seminar mulai 09.15 tanggal 28 Juni 2024,2025-05-23T22:24:00.038183,1.371,11559,33,11592,json_source,
73,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Banyak seminar di 6028 tanggal 26 Juni 2024,2025-05-23T22:24:04.644299,1.399,11558,33,11591,json_source,
74,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah seminar berakhir 10.30 tanggal 24 Juni 2024,2025-05-23T22:24:10.017363,1.642,11559,33,11592,json_source,
75,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Berapa jumlah dosen yang seminar tanggal 4 Jan,2025-05-23T22:24:14.714398,1.131,4894,33,4927,json_source,
