id,category,type,tp,fp,fn,precision,recall,f1,exact_match,n_ground_truth,n_pred,prompt,timestamp,latency_s,prompt_tokens,completion_tokens,total_tokens,source,error_notes
139,K-1,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Di ruang mana sidang dengan Pak Didit,2025-05-23T18:13:21.125820,12.574,3923,606,4529,txt_source,
140,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa sidang John dilaksanakan,2025-05-23T18:13:32.744353,6.76,3921,213,4134,txt_source,
141,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa nama mahasiswa dengan NIM 10119233,2025-05-23T18:13:46.569704,7.052,3930,216,4146,txt_source,
142,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi dari mahasiswa dengan NIM 10119902,2025-05-23T18:13:59.731693,6.72,3932,223,4155,txt_source,
143,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Di ruang mana sidang NIM 10117056 berlangsung,2025-05-23T18:14:10.392293,4.924,3930,229,4159,txt_source,
144,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pukul berapa sidang NIM 10119901 selesai,2025-05-23T18:14:19.948433,3.829,3930,219,4149,txt_source,
145,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Kapan tanggal sidang mahasiswa NIM 10119359,2025-05-23T18:14:29.557382,4.216,2164,212,2376,txt_source,
146,K-2,lecturer_list,3,0,0,1.0,1.0,1.0,1,3,3,Siapa penguji sidang dari mahasiswa NIM 10118158,2025-05-23T18:14:35.999820,2.285,1931,77,2008,txt_source,
147,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa mahasiswa dengan NIM 10118314 sidang,2025-05-23T18:14:47.933083,7.393,2164,210,2374,txt_source,
148,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 30 Juli 2024, mulai 09.15",2025-05-23T18:15:05.710687,13.142,2175,210,2385,txt_source,
149,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6028, 30 Juli 2024, selesai 10.30",2025-05-23T18:15:24.506926,11.237,2175,215,2390,txt_source,
150,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6028, 31 Juli 2024, jam 8",2025-05-23T18:15:40.261789,8.063,2171,237,2408,txt_source,
151,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 31 Juli 2024, selesai 10.30",2025-05-23T18:15:56.032165,9.504,2175,210,2385,txt_source,
152,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 01 Ags 2024, mulai 10.30",2025-05-23T18:16:10.606570,9.443,2176,213,2389,txt_source,
153,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6010, 30 Juli 2024, mulai 10:30",2025-05-23T18:16:27.067386,10.519,2175,222,2397,txt_source,
154,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6028, 13 Agustus 2024, selesai 09:15",2025-05-23T18:16:46.519208,12.767,5061,221,5282,txt_source,
155,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6010, 13 Agustus 2024, selesai pukul 13",2025-05-27T01:12:38.843634,9.466,5100,220,5320,txt_source,
156,K-4,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,NIM mahasiswa yang diuji Chrismikha pada 14 Agustus 2024,2025-05-23T18:17:30.387416,15.539,5054,426,5480,txt_source,
157,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Semua mahasiswa di ruang R6034 tanggal 14 Agustus 2024,2025-05-23T18:18:01.603554,23.91,5054,816,5870,txt_source,
158,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Mahasiswa di ruang R6010 tanggal 14 Agustus 2024,2025-05-23T18:18:22.712301,13.287,5054,798,5852,txt_source,
159,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,NIM mahasiswa sidang pukul 09.15 tanggal 15 Agustus 2024,2025-05-23T18:18:39.004036,8.253,5055,781,5836,txt_source,
160,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Mahasiswa yang diuji Anna tanggal 15 Agustus 2024.,2025-05-23T18:18:56.255480,10.546,5052,604,5656,txt_source,
161,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Semua mahasiswa sidang di R6028 hari Selasa,2025-05-23T18:19:20.939344,14.653,5046,605,5651,txt_source,
162,K-4,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa yang diuji Bu Sufaatin jam 08:00,2025-05-23T18:19:54.874300,24.186,5051,221,5272,txt_source,
163,K-4,lecturer_list,12,0,0,1.0,1.0,1.0,1,12,12,Semua dosen yang menguji di ruang R6010 tanggal 13 Agustus 2024,2025-05-26T11:45:40.544751,7.616,4816,234,5050,txt_source,
164,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,NIM mahasiswa yang sidang di R6028 tanggal 13 Agustus 2024,2025-05-23T18:20:32.397180,12.445,5055,605,5660,txt_source,
165,K-4,schedule_rows,12,0,0,1.0,1.0,1.0,1,12,12,Nama mahasiswa yang sidang di Rabu tanggal 14 Agustus 2024,2025-05-23T18:21:03.025090,17.389,5051,2376,7427,txt_source,
166,K-4,lecturer_list,8,0,0,1.0,1.0,1.0,1,8,8,Semua dosen yang menguji di hari Kamis ruang R6010,2025-05-23T18:21:14.819006,5.621,4814,163,4977,txt_source,
167,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Mahasiswa yang diuji oleh Bu Kania tanggal 15 Agustus 2024,2025-05-26T11:46:01.650388,12.184,5029,816,5845,txt_source,
168,K-4,schedule_rows,5,0,0,1.0,1.0,1.0,1,5,5,NIM mahasiswa yang sidang di R6010 hari Selasa,2025-05-23T18:22:07.770915,15.137,5047,1007,6054,txt_source,
169,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,"Semua mahasiswa yang sidang di R6028, tanggal 14 Agustus 2024",2025-05-23T18:22:35.574065,18.513,5056,818,5874,txt_source,
170,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Berapa sidang di R6010 tanggal 15 Agustus 2024,2025-05-23T18:22:45.314259,3.479,4778,33,4811,txt_source,
171,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah jadwal di R6028 tanggal 15 Agust 2024,2025-05-23T18:22:55.141716,4.081,4777,33,4810,txt_source,
172,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Total seminar mulai 09.15 tanggal 19 Agustus 2024,2025-05-23T18:23:05.712899,2.726,10315,33,10348,txt_source,
173,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Banyak sidang di 6034 tanggal 19 Agustus 2024,2025-05-23T18:23:15.344551,3.257,10314,33,10347,txt_source,
174,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah sidang berakhir 10.30 tanggal 20 Agustus 2024,2025-05-23T18:23:28.838640,5.592,10315,33,10348,txt_source,
175,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Berapa jumlah dosen yang sidang tanggal 23 Agustus 2024,2025-05-23T18:23:52.257612,9.58,10312,34,10346,txt_source,
176,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Berapa banyak mahasiswa yang sidang hari Kamis,2025-05-23T18:24:00.395131,2.945,10304,34,10338,txt_source,
177,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Total sidang berakhir jam 11.45  tanggal 22 Agustus 2024,2025-05-23T18:24:11.720808,4.309,10317,33,10350,txt_source,
178,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah jadwal di R6028 tanggal 21 Agustus 2024,2025-05-23T18:24:21.379299,4.57,10314,33,10347,txt_source,
179,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Banyak sidang Pak Hanhan hari Senin,2025-05-23T18:24:31.850082,4.686,10303,33,10336,txt_source,
180,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah mahasiswa yang seminar di R6010 tanggal 20 Agustus 2024,2025-05-23T18:24:41.491767,2.855,10316,33,10349,txt_source,
181,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Siapa saja mahasiswa dengan sidang paling pagi pada tanggal 20 Agustus 2024? Jika ada lebih dari 1 orang, ambil yang nim nya paling kecil.",2025-05-23T18:25:06.795832,15.408,10607,223,10830,txt_source,
182,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan sidang paling akhir pada  21 Agustus 2024,2025-05-27T18:53:47.886140,6.072,10630,220,10850,txt_source,
183,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa mana yang memiliki judul skripsi terpanjang pada 21 Agustus 2024,2025-05-23T18:25:51.035020,14.496,10593,228,10821,txt_source,
184,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Di antara sidang tanggal 23 Agustus 2024, siapa mahasiswa dengan NIM terkecil",2025-05-23T18:26:10.901630,13.847,10593,219,10812,txt_source,
185,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Untuk sidang tanggal 24 Agustus 2024, judul mana yang muncul pertama secara alfabetis dan milik mahasiswa siapa",2025-05-23T18:26:39.178321,15.394,10597,227,10824,txt_source,
186,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Siapa saja mahasiswa dengan sidang paling akhir pada tanggal 24 Agustus 2024? Jika ada lebih dari 1 orang, ambil yang nim nya paling kecil",2025-05-27T00:49:58.901594,9.208,10581,235,10816,txt_source,
187,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan sidang paling awal pada hari Senin? Jika lebih dari 1 orang ambil nim yang paling besar,2025-05-23T18:27:11.282037,9.515,10594,221,10815,txt_source,
188,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa mana yang memiliki judul skripsi paling singkat pada  tanggal 24 Agustus 2024,2025-05-27T01:11:08.999034,10.618,10635,215,10850,txt_source,
189,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Di antara sidang tanggal 26 Agustus 2024, siapa mahasiswa dengan NIM terkecil",2025-05-23T18:27:51.815400,15.812,9042,215,9257,txt_source,
190,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Untuk sidang tanggal 27 Agustus 2024, judul mana yang muncul pertama secara alfabetis dan milik mahasiswa siapa",2025-05-23T18:28:16.923960,18.963,9046,217,9263,txt_source,
191,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan sidang paling terakhir pada hari Senin,2025-05-27T01:09:14.718088,10.622,9072,221,9293,txt_source,
192,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan NIM terkecil yang sidang di ruang  6010 pada 28 Agustus 2024,2025-05-23T18:28:55.664066,15.999,9048,226,9274,txt_source,
193,K-6,lecturer_list,1,0,1,1.0,0.5,0.6666666666666666,0,2,1,Siapa saja dosen yang menguji terbanyak pada tanggal 29 Agustus 2024 jika lebih dari satu tampilkan sesuai urutan alphabet,2025-05-26T11:51:02.452513,11.134,8810,44,8854,txt_source,
194,K-6,lecturer_list,23,0,0,1.0,1.0,1.0,1,23,23,"Tampilkan daftar nama dosen yang menguji pada sidang hari Senin, diurutkan secara alfabet",2025-05-27T10:16:00.198396,7.311,8798,414,9212,txt_source,
195,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Pada sidang tanggal 30 Agustus 2024, siapakah mahasiswa yang memiliki NIM terbesar",2025-05-23T18:29:50.290175,8.117,9041,217,9258,txt_source,
196,K-6,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Siapa mahasiswa yang sidang di ruang Lab 6 pada hari Senin,2025-05-27T21:37:22.954468,9.092,9075,797,9872,txt_source,
197,K-6,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Sebutkan NIM mahasiswa yang sidang di Ruang 6028 pada tanggal 28 Agustus 2024,2025-05-23T18:30:49.295678,19.584,9047,787,9834,txt_source,
198,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan NIM mahasiswa terkecil yang sidang di Ruang 6010 pada tanggal 29 Agustus 2024,2025-05-26T11:51:29.819917,5.678,9025,223,9248,txt_source,
199,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Sebutkan NIM mahasiswa yang sidang di hari Jumat, jika lebih dari satu tampilkan NIM yang terbesar",2025-05-26T11:51:43.582810,6.943,9016,217,9233,txt_source,
200,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa yang memiliki judul skripsi paling panjang pada tanggal 29 Agustus 2024,2025-05-23T18:31:51.325616,14.687,9041,230,9271,txt_source,
1,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Tampilkan jadwal Pak Sopian,2025-05-23T17:38:05.236974,4.444,4692,368,5060,json_source,
2,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Di ruang mana seminar Wildan dilaksanakan,2025-05-23T17:38:15.755030,3.261,4693,204,4897,json_source,
3,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pukul berapa seminar Faishal dimulai,2025-05-23T17:38:27.362094,4.166,4694,194,4888,json_source,
4,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Guntur Maulana Ibrahim,2025-05-23T17:38:38.005817,3.347,4694,202,4896,json_source,
5,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapa NIM dari mahasiswa Ferdi Bayu Febryan,2025-05-23T17:38:56.412681,12.329,4697,192,4889,json_source,
6,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa seminar Tri Novarel Rahmadhani,2025-05-23T17:39:08.598960,3.811,4696,193,4889,json_source,
7,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa seminar Muhammad Iman Komarudiansyah berakhir,2025-05-23T17:39:18.956545,2.352,4697,200,4897,json_source,
8,K-1,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Tampilkan jadwal Bu Rani,2025-05-23T17:39:36.889343,6.392,4691,555,5246,json_source,
9,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa seminar Ekayan Arsyad dimulai,2025-05-23T17:39:47.831067,4.849,4696,213,4909,json_source,
10,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa seminar akan dilaksanakan Ivan Aprilman Hura,2025-05-23T17:39:58.807688,2.109,4696,205,4901,json_source,
11,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa pelaksanaan seminar dari Muhammad Cahaya Adiransyah Tasman dimulai,2025-05-23T17:40:10.479782,3.643,4700,197,4897,json_source,
12,K-1,lecturer_list,2,0,0,1.0,1.0,1.0,1,2,2,Siapa Dosen yang ada diseminar Weldira Tarigan,2025-05-23T17:40:20.664065,3.778,4562,60,4622,json_source,
13,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Elbaruna,2025-05-23T17:40:31.304414,3.559,4693,209,4902,json_source,
14,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan ruangan tempat seminarnya Riswan,2025-05-23T17:40:43.095609,3.199,4695,208,4903,json_source,
15,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapakan NIM dari Zulhaqi,2025-05-23T17:40:56.158950,3.555,4694,197,4891,json_source,
16,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Munculkan jadwal dari dosen Irfan,2025-05-23T17:41:12.708878,4.005,1003,204,1207,json_source,
17,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Di mana seminar Rizky dilaksanakan,2025-05-23T17:41:30.247018,7.466,1001,382,1383,json_source,
18,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pada pukul berapa seminar Rizal Sihombing dimulai,2025-05-23T17:41:40.950980,3.362,1004,202,1206,json_source,
19,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Rizky Renaldi,2025-05-23T17:41:50.903641,3.216,1003,206,1209,json_source,
20,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapa NIM dari mahasiswa Muhammad Rizky Pratama Solahudin,2025-05-23T17:42:04.764018,3.196,1008,204,1212,json_source,
21,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa seminar Rizky Renaldi Cahya Febrian,2025-05-23T17:42:14.400173,2.213,1007,206,1213,json_source,
22,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa seminar Rizal Sihombing berakhir,2025-05-23T17:42:29.140371,3.979,1003,202,1205,json_source,
23,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Jam berapa seminar Rizky dimulai,2025-05-27T18:29:59.105332,13.958,1144,382,1526,json_source,
24,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa seminar akan dilaksanakan oleh Rizky Pratama Solahudin,2025-05-23T17:42:54.870643,3.249,1008,204,1212,json_source,
25,K-1,lecturer_list,2,0,0,1.0,1.0,1.0,1,2,2,Siapa Dosen yang ada diseminar Rizky Renaldi,2025-05-23T17:43:03.019884,1.781,871,67,938,json_source,
26,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa pelaksanaan seminar dari Muhammad Rizky,2025-05-23T17:43:14.552707,3.202,1003,204,1207,json_source,
27,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Tampilkan jadwal Bapak Taryana,2025-05-23T17:43:44.502076,7.675,2375,359,2734,json_source,
28,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Dimana ruang seminarnya Hafid,2025-05-23T17:43:53.621239,1.903,2376,213,2589,json_source,
29,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi dari mahasiswa atas nama Simatupang,2025-05-23T17:44:04.711031,3.015,2381,201,2582,json_source,
30,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Tanggal berapa Bu Gentisya seminar,2025-05-23T17:44:27.407262,6.334,2377,382,2759,json_source,
31,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Hari apa saja Pak Dedeng seminar,2025-05-23T17:44:54.400419,6.747,2376,380,2756,json_source,
32,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Siapa saja mahasiswa yang seminar dengan Pak Galih,2025-05-23T17:45:09.354929,5.086,2379,372,2751,json_source,
33,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapa NIM dari mahasiswa Dimas,2025-05-23T17:45:21.180642,2.929,2376,200,2576,json_source,
34,K-1,lecturer_list,3,0,0,1.0,1.0,1.0,1,3,3,Siapa saja dosen yang seminar bersama Pak Chrismikha,2025-05-23T17:45:37.791066,8.697,2244,81,2325,json_source,
35,K-1,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Sebutkan mahasiswa yang diuji oleh Pak Eko Budi,2025-05-26T11:38:19.149170,7.018,5145,739,5884,json_source,
36,K-1,schedule_rows,5,0,0,1.0,1.0,1.0,1,5,5,Sebutkan NIM mahasiswa yang diuji oleh Bu Anna Dara,2025-05-23T17:46:44.301015,7.152,5070,912,5982,json_source,
37,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tampilkan jadwal seminar dari mahasiswa Muhammad Irsyad,2025-05-23T17:46:58.521197,3.094,5068,194,5262,json_source,
38,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan judul skripsi dari mahasiwa Mochamad Yusuf,2025-05-23T17:47:08.947469,3.492,5071,215,5286,json_source,
39,K-1,schedule_rows,5,0,0,1.0,1.0,1.0,1,5,5,Di ruang mana seminar dengan Bu Anna Dara,2025-05-23T17:47:34.292768,9.739,5066,912,5978,json_source,
40,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa seminar Sacofi dilaksanakan,2025-05-23T17:47:45.465053,3.209,5065,210,5275,json_source,
41,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa nama mahasiswa dengan NIM 10118058,2025-05-23T17:47:58.481251,3.809,1417,214,1631,json_source,
42,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi dari mahasiswa dengan NIM 10118039,2025-05-23T17:48:08.418144,3.501,1419,214,1633,json_source,
43,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Di ruang mana seminar NIM 10119192 berlangsung,2025-05-23T17:48:20.924749,1.764,1417,206,1623,json_source,
44,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pukul berapa seminar NIM 10117172 selesai,2025-05-23T17:48:33.568429,2.63,1417,214,1631,json_source,
45,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Kapan tanggal seminar mahasiswa NIM 10118346,2025-05-23T17:48:45.806624,3.075,1417,203,1620,json_source,
46,K-2,lecturer_list,2,0,0,1.0,1.0,1.0,1,2,2,Siapa penguji seminar dari mahasiswa NIM 10119913,2025-05-26T11:38:26.606381,2.848,666,63,729,json_source,
47,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa mahasiswa dengan NIM 10120901 seminar,2025-05-23T17:49:04.236360,3.172,808,200,1008,json_source,
48,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 27 Mei 2024, mulai 09.15",2025-05-23T17:49:22.612047,3.414,3912,209,4121,json_source,
49,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6028, 27 Mei 2024, selesai 10.30",2025-05-23T17:49:43.025042,4.516,3912,205,4117,json_source,
50,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6028, 29 Mei 2024, jam 8",2025-05-23T17:50:00.452755,6.851,3908,217,4125,json_source,
51,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 29 Mei 2024, selesai 10.30",2025-05-23T17:50:17.669297,6.486,3912,206,4118,json_source,
52,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 02 Jan 2024, mulai 09.15",2025-05-26T11:38:44.424282,5.365,5158,209,5367,json_source,
53,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6010, 02 Januari 2024, mulai 10:30",2025-05-23T17:51:18.814441,12.962,5084,199,5283,json_source,
54,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6028, 3 Januari 2024, selesai 09:15",2025-05-23T17:51:34.870668,4.726,5083,210,5293,json_source,
55,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6010, 03 Januari 2024, selesai pukul 13",2025-05-23T17:51:48.323789,5.787,5082,202,5284,json_source,
56,K-4,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,NIM mahasiswa yang diuji Chrismikha pada 21 Juni 2024,2025-05-23T17:52:09.385154,5.084,8846,379,9225,json_source,
57,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Semua mahasiswa di ruang R6010 tanggal 21 Juni 2024,2025-05-23T17:52:33.013127,5.462,8846,743,9589,json_source,
58,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Mahasiswa di ruang R6010 tanggal 2 Jan 2024,2025-05-26T23:54:00.190269,5.633,5150,721,5871,json_source,
59,K-4,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,NIM mahasiswa seminar selesai pukul 09.15 tanggal 3 Jan 2024,2025-05-23T17:53:14.867080,6.071,5078,375,5453,json_source,
60,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Mahasiswa yang diuji Anna tanggal 4 Jan 2024.,2025-05-23T17:53:30.048334,6.357,5074,564,5638,json_source,
61,K-4,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Semua mahasiswa seminar di R6028 hari Sabtu,2025-05-23T17:53:49.136661,7.056,11725,373,12098,json_source,
62,K-4,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Mahasiswa yang diuji Bu Sufaatin jam 09:15,2025-05-26T11:41:23.925629,11.535,11804,377,12181,json_source,
63,K-4,lecturer_list,5,0,0,1.0,1.0,1.0,1,5,5,Semua dosen yang menguji di ruang R6010 tanggal 28 Juni 2024,2025-05-27T18:37:00.502492,2.392,11617,111,11728,json_source,
64,K-4,schedule_rows,5,0,0,1.0,1.0,1.0,1,5,5,NIM mahasiswa yang seminar di R6028 tanggal 27 Juni 2024,2025-05-23T17:54:47.843019,5.484,11734,917,12651,json_source,
65,K-4,schedule_rows,12,0,0,1.0,1.0,1.0,1,12,12,Nama mahasiswa yang seminar pada tanggal 26 Jun 2024,2025-05-27T17:16:26.066430,9.852,11872,2162,14034,json_source,
66,K-4,lecturer_list,4,0,0,1.0,1.0,1.0,1,4,4,Semua dosen yang menguji di hari Kamis ruang R6010,2025-05-23T17:55:27.735586,3.847,4935,93,5028,json_source,
67,K-4,schedule_rows,0,0,2,0.0,0.0,0.0,0,2,0,Mahasiswa yang diuji oleh Bu Dian tanggal 5 Januari 2024,2025-05-26T11:41:47.322043,4.415,5149,25,5174,json_source,
68,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,NIM mahasiswa yang seminar di R6010 hari Jumat,2025-05-23T17:56:24.017303,4.336,5070,563,5633,json_source,
69,K-4,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,"Semua mahasiswa yang seminar di R6028, tanggal 4 Januari 2024",2025-05-23T17:56:51.421943,6.404,5078,384,5462,json_source,
70,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Berapa seminar di R6010 tanggal 2 Jan 2024,2025-05-23T17:57:03.078467,3.146,4896,33,4929,json_source,
71,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah jadwal di R6028 tanggal 3 Jan 2024,2025-05-23T17:57:11.623235,3.407,4895,33,4928,json_source,
72,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Total seminar mulai 09.15 tanggal 28 Juni 2024,2025-05-23T17:57:20.656604,2.876,11553,33,11586,json_source,
73,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Banyak seminar di 6028 tanggal 26 Juni 2024,2025-05-26T21:43:50.830539,2.971,11558,33,11591,json_source,
74,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah seminar berakhir 10.30 tanggal 24 Juni 2024,2025-05-23T17:57:41.473860,3.516,11553,33,11586,json_source,
75,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Berapa jumlah dosen yang seminar tanggal 4 Jan,2025-05-23T17:57:48.734125,2.629,4888,33,4921,json_source,
76,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Berapa banyak mahasiswa yang seminar hari Rabu,2025-05-23T17:57:55.399034,2.527,4886,33,4919,json_source,
